role,p,decay,ks,n,val,se,mor
Liar,0.2,NA,3,50,2.9825073040677728,0.0890581022576071,-4
Liar,0.2,NA,4,50,3.4588331328372974,0.1358346066742767,-4
Liar,0.2,NA,5,50,3.789714782876165,0.16692735010527632,-4
Liar,0.2,NA,6,50,3.9175549015811044,0.18613282663139116,-4
Liar,0.2,NA,7,50,3.8776902155568664,0.1919521864097385,-4
Liar,0.2,NA,8,50,3.7476347638142897,0.18676291686229043,-4
Liar,0.2,NA,9,50,3.60711727079242,0.17750477523293942,-4
Liar,0.2,NA,10,50,3.5141270187221596,0.17041188838393048,-4
Detector2,0.2,NA,0,50,0.5227414636826592,0.0352821995867343,-4
Detector2,0.2,NA,1,50,0.43564897068791125,0.03476970544871817,-4
Detector2,0.2,NA,2,50,0.41897704168255623,0.03442694748549825,-4
Detector2,0.2,NA,3,50,0.4882296998553391,0.03533574654951395,-4
Detector2,0.2,NA,4,50,0.5960437181506849,0.03405081249535787,-4
Detector2,0.2,NA,5,50,0.7354380176252462,0.027516203356189206,-4
Detector2,0.2,NA,6,50,0.8505309443382941,0.017978622245423646,-4
Detector2,0.2,NA,7,50,0.9078324325022907,0.011833107703883001,-4
Detector2,0.2,NA,8,50,0.9403471468709788,0.00793294474541179,-4
Detector2,0.2,NA,9,50,0.9612410342692174,0.005268894217609499,-4
Detector2,0.2,NA,10,50,0.9738053622440602,0.0036074436545454757,-4
Detector,0.2,NA,0,50,0.6371105443359443,0.032696716363536917,-3
Detector,0.2,NA,1,50,0.5556554714581023,0.034917281953153696,-3
Detector,0.2,NA,2,50,0.5285559619304476,0.03524001800973925,-3
Detector,0.2,NA,3,50,0.5496001658641902,0.03500741756865422,-3
Detector,0.2,NA,4,50,0.6120988692554591,0.033578216166054296,-3
Detector,0.2,NA,5,50,0.6989908148759884,0.02975542891017504,-3
Detector,0.2,NA,6,50,0.7288433847312732,0.02794920237267473,-3
Detector,0.2,NA,7,50,0.7005839213824347,0.02966540500868215,-3
Detector,0.2,NA,8,50,0.6407625265276587,0.032553203738096094,-3
Detector,0.2,NA,9,50,0.5569781248994281,0.03489621367636794,-3
Detector,0.2,NA,10,50,0.45588350060857796,0.03508009555009565,-3
Liar,0.2,NA,0,50,0.7357560637021339,0.06691169976547907,-3
Liar,0.2,NA,1,50,1.5849869636749947,0.024300834533764873,-3
Liar,0.2,NA,2,50,2.231592112926655,0.03619732945293647,-3
Liar,0.2,NA,3,50,2.7264890926479297,0.0912846289999746,-3
Liar,0.2,NA,4,50,3.1299299601478023,0.14198501724470125,-3
Liar,0.2,NA,5,50,3.4332635445504134,0.17941078936330782,-3
Liar,0.2,NA,6,50,3.5617357748776617,0.20362574259043137,-3
Liar,0.2,NA,7,50,3.5341598120140536,0.21230395347187678,-3
Liar,0.2,NA,8,50,3.4181195651426295,0.20716348546218533,-3
Liar,0.2,NA,9,50,3.284990320705902,0.19593374736845612,-3
Liar,0.2,NA,10,50,3.1901722984289305,0.18650347709909487,-3
Detector2,0.2,NA,0,50,0.46458409401086603,0.03517795617594921,-3
Detector2,0.2,NA,1,50,0.3676719030960679,0.03287894854857129,-3
Detector2,0.2,NA,2,50,0.3473746878193828,0.032061001267920254,-3
Detector2,0.2,NA,3,50,0.41402397642188604,0.034309969841130855,-3
Detector2,0.2,NA,4,50,0.5286403818337018,0.03523933515533372,-3
Detector2,0.2,NA,5,50,0.6765540226250971,0.030947048298376557,-3
Detector2,0.2,NA,6,50,0.8043130723445099,0.022258809869724873,-3
Detector2,0.2,NA,7,50,0.8732321345185695,0.015655029297973647,-3
Detector2,0.2,NA,8,50,0.915015670964168,0.010997206493151479,-3
Detector2,0.2,NA,9,50,0.9434782745743425,0.007541579489745472,-3
Detector2,0.2,NA,10,50,0.9613650810524951,0.005252709063700217,-3
Detector,0.2,NA,0,50,0.678853658440355,0.03083146345968722,-2
Detector,0.2,NA,1,50,0.5970247956434043,0.034024025144638606,-2
Detector,0.2,NA,2,50,0.5500858582237528,0.035000570407582816,-2
Detector,0.2,NA,3,50,0.5774428831938244,0.03450717859517393,-2
Detector,0.2,NA,4,50,0.6292966149281963,0.03299111132503276,-2
Detector,0.2,NA,5,50,0.68922924235890215,0.03029136468990644,-2
Detector,0.2,NA,6,50,0.7113825853899183,0.029036265533947336,-2
Detector,0.2,NA,7,50,0.6830877103061197,0.03061473826790403,-2
Detector,0.2,NA,8,50,0.624973119102754,0.03314658064916715,-2
Detector,0.2,NA,9,50,0.5440082350405925,0.035081444818327714,-2
Detector,0.2,NA,10,50,0.4462983746885238,0.03494749902189272,-2
Liar,0.2,NA,0,50,0.6832810073989702,0.06012919832237292,-2
Liar,0.2,NA,1,50,1.5275378283768861,0.020895367992132725,-2
Liar,0.2,NA,2,50,2.169801044085723,0.03268164180802712,-2
Liar,0.2,NA,3,50,2.6369905070279325,0.08279672148637138,-2
Liar,0.2,NA,4,50,2.9976676726657874,0.1303676105943284,-2
Liar,0.2,NA,5,50,3.271576035025768,0.1663406632238778,-2
Liar,0.2,NA,6,50,3.3826806733808303,0.1899122753125604,-2
Liar,0.2,NA,7,50,3.3415652137615597,0.19897494695333068,-2
Liar,0.2,NA,8,50,3.218041207614818,0.19425915689477755,-2
Liar,0.2,NA,9,50,3.0798120172525376,0.18291880044602227,-2
Liar,0.2,NA,10,50,2.9778262145172016,0.17279555820882564,-2
Detector2,0.2,NA,0,50,0.4621930595333147,0.035153196358184986,-2
Detector2,0.2,NA,1,50,0.345664167562384,0.031986746110149046,-2
Detector2,0.2,NA,2,50,0.3131745419007883,0.030419203142852257,-2
Detector2,0.2,NA,3,50,0.3823201277648155,0.03339685800699592,-2
Detector2,0.2,NA,4,50,0.5003614294002755,0.035355320585284296,-2
Detector2,0.2,NA,5,50,0.6404502751606814,0.032565621817525536,-2
Detector2,0.2,NA,6,50,0.7689986419518215,0.02512205162705279,-2
Detector2,0.2,NA,7,50,0.8436192460550094,0.018657127501904486,-2
Detector2,0.2,NA,8,50,0.8913338756707149,0.013697761120322878,-2
Detector2,0.2,NA,9,50,0.9256143059637254,0.009737208635374663,-2
Detector2,0.2,NA,10,50,0.9481822343765294,0.0069484109184776155,-2
Detector,0.2,NA,0,50,0.6153749229174478,0.033472826659167655,-1
Detector,0.2,NA,1,50,0.5322982957136555,0.035207811142220394,-1
Detector,0.2,NA,2,50,0.490444515164554,0.035342426258478936,-1
Detector,0.2,NA,3,50,0.512927598584004,0.035331704325565004,-1
Detector,0.2,NA,4,50,0.573610079169721,0.034589055394747,-1
Detector,0.2,NA,5,50,0.6512780076748613,0.03211890628637707,-1
Detector,0.2,NA,6,50,0.6885061591249837,0.030329991689807663,-1
Detector,0.2,NA,7,50,0.6683171327155197,0.03134877909987766,-1
Detector,0.2,NA,8,50,0.6162204662472264,0.03344513297248188,-1
Detector,0.2,NA,9,50,0.5406871424447645,0.035121223985852525,-1
Detector,0.2,NA,10,50,0.44682480873223634,0.03495545589576635,-1
Liar,0.2,NA,0,50,0.49099400930291787,0.05118765588889935,-1
Liar,0.2,NA,1,50,1.4146838990598918,0.018365631071551224,-1
Liar,0.2,NA,2,50,2.1979127918447063,0.029635560273638346,-1
Liar,0.2,NA,3,50,2.79701808949171,0.07684995498121733,-1
Liar,0.2,NA,4,50,3.266154185392817,0.12376556801786429,-1
Liar,0.2,NA,5,50,3.6185733703686243,0.16019080903747795,-1
Liar,0.2,NA,6,50,3.782487175036578,0.18467031336553077,-1
Liar,0.2,NA,7,50,3.754145417697404,0.19511259491260213,-1
Liar,0.2,NA,8,50,3.606181165943938,0.19108298755607084,-1
Liar,0.2,NA,9,50,3.4254989131874263,0.1794150053849464,-1
Liar,0.2,NA,10,50,3.2826410646036948,0.16827587659175147,-1
Detector2,0.2,NA,0,50,0.4346627791008397,0.034751618016281766,-1
Detector2,0.2,NA,1,50,0.31987350906024925,0.030766844987212348,-1
Detector2,0.2,NA,2,50,0.2953831860056126,0.02943430397903047,-1
Detector2,0.2,NA,3,50,0.3528088336246951,0.03229141151184046,-1
Detector2,0.2,NA,4,50,0.4660783006910673,0.03519260809497786,-1
Detector2,0.2,NA,5,50,0.6089512837758785,0.03367661350439872,-1
Detector2,0.2,NA,6,50,0.7367176768744268,0.027430756798809863,-1
Detector2,0.2,NA,7,50,0.8128058782152907,0.021517610437654697,-1
Detector2,0.2,NA,8,50,0.8641578737963146,0.016601317661692466,-1
Detector2,0.2,NA,9,50,0.9034349570772615,0.012337632409871149,-1
Detector2,0.2,NA,10,50,0.9307239531539158,0.009118407275244786,-1
Detector,0.2,NA,0,50,0.594540315504231,0.03409133318448036,0
Detector,0.2,NA,1,50,0.5086888468130887,0.03534466230428132,0
Detector,0.2,NA,2,50,0.462006536573376,0.03515119687011969,0
Detector,0.2,NA,3,50,0.48313733525367364,0.03531512597271691,0
Detector,0.2,NA,4,50,0.5382281453854826,0.035148667148026884,0
Detector,0.2,NA,5,50,0.598855156403743,0.03397332120748183,0
Detector,0.2,NA,6,50,0.6282497370673474,0.03302924129086255,0
Detector,0.2,NA,7,50,0.6095352496537964,0.03365856974018911,0
Detector,0.2,NA,8,50,0.5628760868552157,0.03479624354456075,0
Detector,0.2,NA,9,50,0.49586529070718627,0.035352921345144596,0
Detector,0.2,NA,10,50,0.41259800239760086,0.03427500587795537,0
Liar,0.2,NA,0,50,0.4300375904539476,0.03705639708557875,0
Liar,0.2,NA,1,50,1.3640439789795893,0.015552401716933867,0
Liar,0.2,NA,2,50,2.1476486864139526,0.023678833497431044,0
Liar,0.2,NA,3,50,2.725546357899871,0.06255358713588893,0
Liar,0.2,NA,4,50,3.1454527955367197,0.1043030106759608,0
Liar,0.2,NA,5,50,3.4491751452830535,0.13835331851932509,0
Liar,0.2,NA,6,50,3.5731109247069357,0.16222009753393363,0
Liar,0.2,NA,7,50,3.509424482291082,0.1740486348735997,0
Liar,0.2,NA,8,50,3.3400207965556947,0.17200601852093758,0
Liar,0.2,NA,9,50,3.148525943930486,0.16181483266051563,0
Liar,0.2,NA,10,50,2.996693932006259,0.15118567917489115,0
Detector2,0.2,NA,0,50,0.41638640612106953,0.03436662939519161,0
Detector2,0.2,NA,1,50,0.29435414819630595,0.029374599305551776,0
Detector2,0.2,NA,2,50,0.28232342626922324,0.028654358102581358,0
Detector2,0.2,NA,3,50,0.33093400591218936,0.0313130485429027,0
Detector2,0.2,NA,4,50,0.43735954897093793,0.03480042624990134,0
Detector2,0.2,NA,5,50,0.5796551597264122,0.03445802840698244,0
Detector2,0.2,NA,6,50,0.7051164768713466,0.029405350994792873,0
Detector2,0.2,NA,7,50,0.7811776010691927,0.02417444736849117,0
Detector2,0.2,NA,8,50,0.8349603378096337,0.019488085217231357,0
Detector2,0.2,NA,9,50,0.8785280026980374,0.01509199939991536,0
Detector2,0.2,NA,10,50,0.9104606227537969,0.011528962716461097,0
Detector,0.2,NA,0,50,0.569980113945286,0.034662768081634654,1
Detector,0.2,NA,1,50,0.490110883980313,0.03534150881214933,1
Detector,0.2,NA,2,50,0.4306487069546086,0.03467515864315359,1
Detector,0.2,NA,3,50,0.44835139127313306,0.034978086449906104,1
Detector,0.2,NA,4,50,0.5125211566387425,0.03533316710910101,1
Detector,0.2,NA,5,50,0.5856710616079198,0.034317372659866174,1
Detector,0.2,NA,6,50,0.6251840177917752,0.033139119567810835,1
Detector,0.2,NA,7,50,0.6123234304068258,0.0335710890204314,1
Detector,0.2,NA,8,50,0.5695766138861631,0.03467073168054633,1
Detector,0.2,NA,9,50,0.5059237694165376,0.035350376436278926,1
Detector,0.2,NA,10,50,0.4243794115139327,0.03454662479507108,1
Liar,0.2,NA,0,50,0.4452925871533949,0.04888188153235939,1
Liar,0.2,NA,1,50,1.3274921292658184,0.01710838913006002,1
Liar,0.2,NA,2,50,2.074864513954863,0.02876486624334313,1
Liar,0.2,NA,3,50,2.63769362161431,0.07071546948081618,1
Liar,0.2,NA,4,50,3.0466426799798225,0.1132653044987467,1
Liar,0.2,NA,5,50,3.33809129026776,0.15017055139041674,1
Liar,0.2,NA,6,50,3.4668674024841515,0.17646991027248818,1
Liar,0.2,NA,7,50,3.4193865784591675,0.18946021960569243,1
Liar,0.2,NA,8,50,3.262351139325072,0.1876952905537747,1
Liar,0.2,NA,9,50,3.0723218334641813,0.17596892761199823,1
Liar,0.2,NA,10,50,2.9120430079211017,0.1625780348170586,1
Detector2,0.2,NA,0,50,0.43793060501228337,0.034810497757186795,1
