role,p,mor,ks,n,val,se
Liar,0.2,-3,5,100,5.1599170903534795,0.08821939921406997
Liar,0.2,-3,6,100,5.792314275946896,0.07076699643530938
Liar,0.2,-3,7,100,6.6288576925075935,0.0474777313545532
Liar,0.2,-3,8,100,7.581058583353335,0.020686238284644914
Liar,0.2,-3,9,100,8.582747655543535,0.0081342115244807
Liar,0.2,-3,10,100,9.59372107368469,0.037245200893131256
Detector2,0.2,-3,0,100,0.8933048024887,0.009531133233932464
Detector2,0.2,-3,1,100,0.705619147321993,0.02077207662545765
Detector2,0.2,-3,2,100,0.614229286639075,0.023695167007392805
Detector2,0.2,-3,3,100,0.6427402527939097,0.022962522023233074
Detector2,0.2,-3,4,100,0.718726146933766,0.02021588726475086
Detector2,0.2,-3,5,100,0.7959012151973105,0.016244247084475492
Detector2,0.2,-3,6,100,0.8348720753401963,0.013786069315734992
Detector2,0.2,-3,7,100,0.8343777435845521,0.013819152459530354
Detector2,0.2,-3,8,100,0.8212714243339657,0.014678467190642494
Detector2,0.2,-3,9,100,0.8087430544131619,0.015467772635163139
Detector2,0.2,-3,10,100,0.7989890861775039,0.016060552634674118
Detector,0.2,-2,0,100,0.4012606130983301,0.024025053347428237
Detector,0.2,-2,1,100,0.41665472778624085,0.024305356559961435
Detector,0.2,-2,2,100,0.4457656695984274,0.02470586374058931
Detector,0.2,-2,3,100,0.5266655169442976,0.024928895020609337
Detector,0.2,-2,4,100,0.6321631528868256,0.023253290101901358
Detector,0.2,-2,5,100,0.7227816364490548,0.020036834246108116
Detector,0.2,-2,6,100,0.7751766625842835,0.01742778043689754
Detector,0.2,-2,7,100,0.8008359156235374,0.01594977518709479
Detector,0.2,-2,8,100,0.8161033628680412,0.015007866398351546
Detector,0.2,-2,9,100,0.8269491461991348,0.014310425579965674
Detector,0.2,-2,10,100,0.8349799680145666,0.013778842102895992
Liar,0.2,-2,0,100,5.193116201514375,0.11082361877230884
Liar,0.2,-2,1,100,5.104324787990697,0.11405658173714033
Liar,0.2,-2,2,100,4.993279471314983,0.11809271697934016
Liar,0.2,-2,3,100,4.87961057747179,0.12217040383272175
Liar,0.2,-2,4,100,4.932773883093854,0.12025781061534849
Liar,0.2,-2,5,100,5.30033712726434,0.10718886829967862
Liar,0.2,-2,6,100,5.9489158720787705,0.08410420377914737
Liar,0.2,-2,7,100,6.77152422403793,0.05479783334936378
Liar,0.2,-2,8,100,7.686214419747118,0.02234652623145776
Liar,0.2,-2,9,100,8.639659421867826,0.01095383963060734
Liar,0.2,-2,10,100,9.604425108662392,0.042676970604471495
Detector2,0.2,-2,0,100,0.8638017871112886,0.011764825969463263
Detector2,0.2,-2,1,100,0.6513415558206721,0.022709573348177838
Detector2,0.2,-2,2,100,0.5624406178275495,0.02461011692453139
Detector2,0.2,-2,3,100,0.6005060448206048,0.02398985349545186
Detector2,0.2,-2,4,100,0.6858488162006084,0.021546021751683245
Detector2,0.2,-2,5,100,0.771421318714103,0.01763304677474973
Detector2,0.2,-2,6,100,0.816220162130646,0.015000480906206797
Detector2,0.2,-2,7,100,0.8180681521127916,0.014883265061155407
Detector2,0.2,-2,8,100,0.8058897664913134,0.015643145075588977
Detector2,0.2,-2,9,100,0.7938578793112153,0.016364754676671523
Detector2,0.2,-2,10,100,0.7843632265162389,0.01691375554052742
Detector,0.2,-1,0,100,0.42697472955264903,0.024466730987609125
Detector,0.2,-1,1,100,0.4310467154756556,0.024524544455330477
Detector,0.2,-1,2,100,0.4592879441186973,0.024834252850591772
Detector,0.2,-1,3,100,0.551095147186536,0.024738928593398622
Detector,0.2,-1,4,100,0.6756691225034751,0.021914035939885907
Detector,0.2,-1,5,100,0.7854904973151875,0.01684951759427269
Detector,0.2,-1,6,100,0.8492574871730454,0.012801920765357003
Detector,0.2,-1,7,100,0.8800043288774967,0.010559671003436334
Detector,0.2,-1,8,100,0.8981251909816884,0.009149633230579412
Detector,0.2,-1,9,100,0.910996431281759,0.008108193347365835
Detector,0.2,-1,10,100,0.9205493570261442,0.007313823830489674
Liar,0.2,-1,0,100,5.138384411462058,0.11820261946246066
Liar,0.2,-1,1,100,5.039734870130457,0.12189150931939433
Liar,0.2,-1,2,100,4.923593372880467,0.12622386217573928
Liar,0.2,-1,3,100,4.822252180202457,0.12984361285728468
Liar,0.2,-1,4,100,4.916449671677246,0.12600221056877123
Liar,0.2,-1,5,100,5.335251409784569,0.11010612790102689
Liar,0.2,-1,6,100,6.017540165894656,0.0844407043304996
Liar,0.2,-1,7,100,6.849286340164145,0.05342812063378287
Liar,0.2,-1,8,100,7.7563752448382415,0.020409536712100135
Liar,0.2,-1,9,100,8.696970060883235,0.012030704176570848
Liar,0.2,-1,10,100,9.653831555188653,0.0406717807340629
Detector2,0.2,-1,0,100,0.832810617994023,0.013923709255043649
Detector2,0.2,-1,1,100,0.6046089651267291,0.023905696441511477
Detector2,0.2,-1,2,100,0.5236672791465267,0.024943985989780038
Detector2,0.2,-1,3,100,0.5726439447035955,0.024472285729790096
Detector2,0.2,-1,4,100,0.6673648363773383,0.022198901154438677
Detector2,0.2,-1,5,100,0.7598705491740222,0.01824672976719921
Detector2,0.2,-1,6,100,0.8090218023918101,0.015450552564651707
Detector2,0.2,-1,7,100,0.8134140583039192,0.015177162805746752
Detector2,0.2,-1,8,100,0.8030180487752966,0.015818006211641197
Detector2,0.2,-1,9,100,0.7922968475817412,0.016456255289377632
Detector2,0.2,-1,10,100,0.7837457626920192,0.016948834215432432
Detector,0.2,0,0,100,0.4036800014200278,0.024072245787355416
Detector,0.2,0,1,100,0.40006892006923483,0.0240013779263871
Detector,0.2,0,2,100,0.42713285534903367,0.024469037923041514
Detector,0.2,0,3,100,0.5180875597878252,0.024967284018092183
Detector,0.2,0,4,100,0.6421367122484511,0.0229797155031201
Detector,0.2,0,5,100,0.7517474897025592,0.018662320142845985
Detector,0.2,0,6,100,0.8152508205756466,0.01506169201263815
Detector,0.2,0,7,100,0.8456422791776843,0.013053141484485576
Detector,0.2,0,8,100,0.8634182998244425,0.01179271393527116
Detector,0.2,0,9,100,0.8759601524058133,0.010865396380299767
Detector,0.2,0,10,100,0.8852228427337431,0.010160336143613386
Liar,0.2,0,0,100,5.121587241885646,0.1294888202379105
Liar,0.2,0,1,100,5.021514045919982,0.1334040340919018
Liar,0.2,0,2,100,4.908747697505037,0.13774010777239185
Liar,0.2,0,3,100,4.8231638021829415,0.14077983004603006
Liar,0.2,0,4,100,4.950435736392423,0.1349761213995992
Liar,0.2,0,5,100,5.4035816954428135,0.11590292647532466
Liar,0.2,0,6,100,6.100631255588347,0.08704589120700489
Liar,0.2,0,7,100,6.926045320383436,0.053583941792822595
Liar,0.2,0,8,100,7.815279509554666,0.019249656946968945
Liar,0.2,0,9,100,8.737503780968126,0.01277480285553011
Liar,0.2,0,10,100,9.684009423663344,0.038958675082253494
Detector2,0.2,0,0,100,0.7900465592530296,0.01658729934654788
Detector2,0.2,0,1,100,0.5432969419359074,0.024812537481899866
Detector2,0.2,0,2,100,0.47000450451552417,0.024910027025064084
Detector2,0.2,0,3,100,0.5293646462088484,0.024913771755302915
Detector2,0.2,0,4,100,0.6336034252810793,0.023215012475316307
Detector2,0.2,0,5,100,0.7337945769362599,0.019534009579519524
Detector2,0.2,0,6,100,0.7882093990055266,0.01669353423248732
Detector2,0.2,0,7,100,0.7945820438729551,0.016322141942763237
Detector2,0.2,0,8,100,0.7846692903275763,0.01689633951443941
Detector2,0.2,0,9,100,0.773980200739868,0.017493484960254164
Detector2,0.2,0,10,100,0.7652633048514406,0.01796353790992917
Detector,0.2,1,0,100,0.37261375015915194,0.023377274335148503
Detector,0.2,1,1,100,0.35695950913381147,0.022953941797275983
Detector,0.2,1,2,100,0.37815329394401886,0.023515338022330735
Detector,0.2,1,3,100,0.46284545607551797,0.024861953986576375
Detector,0.2,1,4,100,0.5856602700407587,0.024266231813654428
Detector,0.2,1,5,100,0.6989368031957852,0.02104241483342414
Detector,0.2,1,6,100,0.7656267718109125,0.01794424180973134
Detector,0.2,1,7,100,0.7971023034432211,0.01617302212887322
Detector,0.2,1,8,100,0.8153377956620962,0.015056207462697008
Detector,0.2,1,9,100,0.8282858949163051,0.014222837119900068
Detector,0.2,1,10,100,0.837954033675182,0.013578707112267399
Liar,0.2,1,0,100,4.972394363436908,0.1294792088280928
Liar,0.2,1,1,100,4.863099728516479,0.1334493237884954
Liar,0.2,1,2,100,4.748404295187083,0.13744966785523965
Liar,0.2,1,3,100,4.684776659868254,0.13914930766328718
Liar,0.2,1,4,100,4.862133432960299,0.13119165039656844
Liar,0.2,1,5,100,5.369481857615509,0.11041826296273857
Liar,0.2,1,6,100,6.103816689767787,0.08111173890022823
Liar,0.2,1,7,100,6.9495878552532,0.048525352648286266
Liar,0.2,1,8,100,7.850677555459522,0.01639869301143392
Liar,0.2,1,9,100,8.783884027180388,0.012022446855567536
Liar,0.2,1,10,100,9.7441186413452,0.033304112891585164
Detector2,0.2,1,0,100,0.7432726795829878,0.019081840336851293
Detector2,0.2,1,1,100,0.48638099653738903,0.024981452274468536
Detector2,0.2,1,2,100,0.42359619553660477,0.024416245866351927
Detector2,0.2,1,3,100,0.4935108871265638,0.024995789141411578
Detector2,0.2,1,4,100,0.6071333576125887,0.02385224436866532
Detector2,0.2,1,5,100,0.7140912065656225,0.020416495527127595
Detector2,0.2,1,6,100,0.7726154745767873,0.017568080302127306
Detector2,0.2,1,7,100,0.7807979428765948,0.017115251527627263
Detector2,0.2,1,8,100,0.7716052241757645,0.01762306022004327
Detector2,0.2,1,9,100,0.7612024941152113,0.0181773257067993
Detector2,0.2,1,10,100,0.7525291479792444,0.01862290294208769
Detector,0.2,2,0,100,0.3748699471104757,0.023434246986386485
Detector,0.2,2,1,100,0.35202656805563154,0.022810386343860532
Detector,0.2,2,2,100,0.37388801273895916,0.023409576666907107
Detector,0.2,2,3,100,0.46456218218185696,0.024874416106828813
Detector,0.2,2,4,100,0.5994231749991407,0.024011503227309026
Detector,0.2,2,5,100,0.7249826047616312,0.019938282755467163
Detector,0.2,2,6,100,0.7992394304998248,0.01604557632341405
Detector,0.2,2,7,100,0.834158189260133,0.013833830455038915
Detector,0.2,2,8,100,0.8542749607034232,0.012448925221858791
Detector,0.2,2,9,100,0.8685466390156064,0.011417337487030034
Detector,0.2,2,10,100,0.8792267635677946,0.0106187061793896
Liar,0.2,2,0,100,4.618114861134277,0.1013916491026728
Liar,0.2,2,1,100,4.497150920680894,0.10442363238604095
Liar,0.2,2,2,100,4.380289554830161,0.10709891313387568
Liar,0.2,2,3,100,4.343655774165563,0.1072089971715197
Liar,0.2,2,4,100,4.58617736598297,0.09934121350986821
Liar,0.2,2,5,100,5.176310694842832,0.08197878224562187
Liar,0.2,2,6,100,5.987365807622228,0.05891804483346684
Liar,0.2,2,7,100,6.898936694629013,0.0342564922876934
Liar,0.2,2,8,100,7.857106725484682,0.0109347637488828
Liar,0.2,2,9,100,8.839248945306954,0.008564007932228654
Liar,0.2,2,10,100,9.837360844321367,0.021872983166826884
Detector2,0.2,2,0,100,0.6972647900911012,0.021108660259031378
Detector2,0.2,2,1,100,0.4395958666536569,0.024635134067467722
Detector2,0.2,2,2,100,0.3884973243553252,0.023756715332407845
Detector2,0.2,2,3,100,0.4687910546475952,0.024902600172999063
Detector2,0.2,2,4,100,0.5922604917644313,0.024148800165938532
Detector2,0.2,2,5,100,0.7059544801120704,0.02075827521217668
Detector2,0.2,2,6,100,0.7677246466393666,0.01783235135818263
