role,p,mor,ks,n,val
Liar,0.5,-3,3,100,7.605934635611279
Liar,0.5,-3,4,100,7.563027535395169
Liar,0.5,-3,5,100,7.51886294286121
Liar,0.5,-3,6,100,7.497284328304703
Liar,0.5,-3,7,100,7.546156024266516
Liar,0.5,-3,8,100,7.739827181158466
Liar,0.5,-3,9,100,8.161297685841864
Liar,0.5,-3,10,100,8.860163054238434
Liar,0.5,-2,0,100,7.653447749322748
Liar,0.5,-2,1,100,7.632567434233343
Liar,0.5,-2,2,100,7.599906279651088
Liar,0.5,-2,3,100,7.554093216098347
Liar,0.5,-2,4,100,7.498322503327623
Liar,0.5,-2,5,100,7.446228081649656
Liar,0.5,-2,6,100,7.4304339951192695
Liar,0.5,-2,7,100,7.509791985327507
Liar,0.5,-2,8,100,7.7643665670078414
Liar,0.5,-2,9,100,8.266506699360663
Liar,0.5,-2,10,100,9.037802587098298
Liar,0.5,-1,0,100,7.6283187940571775
Liar,0.5,-1,1,100,7.5968490425303425
Liar,0.5,-1,2,100,7.550666339915303
Liar,0.5,-1,3,100,7.489214375578151
Liar,0.5,-1,4,100,7.418607200250322
Liar,0.5,-1,5,100,7.35888646372771
Liar,0.5,-1,6,100,7.3528752676191
Liar,0.5,-1,7,100,7.4696411019697
Liar,0.5,-1,8,100,7.789821066997114
Liar,0.5,-1,9,100,8.368261735049238
Liar,0.5,-1,10,100,9.198242846870311
Liar,0.5,0,0,100,7.59629353360956
Liar,0.5,0,1,100,7.551545972386899
Liar,0.5,0,2,100,7.488696610451614
Liar,0.5,0,3,100,7.408570284125512
Liar,0.5,0,4,100,7.321426478124169
Liar,0.5,0,5,100,7.255482458835145
Liar,0.5,0,6,100,7.2648181317734535
Liar,0.5,0,7,100,7.426508702514861
Liar,0.5,0,8,100,7.8154233161359965
Liar,0.5,0,9,100,8.463778126281113
Liar,0.5,0,10,100,9.339630047626226
Liar,0.5,1,0,100,7.555564474966947
Liar,0.5,1,1,100,7.494280120408501
Liar,0.5,1,2,100,7.411126257741326
Liar,0.5,1,3,100,7.309174064668547
Liar,0.5,1,4,100,7.204460524685678
Liar,0.5,1,5,100,7.13529429992839
Liar,0.5,1,6,100,7.167263203547412
Liar,0.5,1,7,100,7.381517685036431
Liar,0.5,1,8,100,7.840388100692151
